"업소아이디","업소명","분류코드","분류코드명","업소 주소","업소 전화번호","찾아오시는 길","업소정보","자랑거리","추천수","기준년월","업소 사진"
"00010142","시에나프리모","003","경양식/일식","서울특별시 서울 영등포구 국회대로70길 19, 지하1층","0507-1475-1633","","","","0","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename="
"00010144","구스토스퀘어","003","경양식/일식","서울특별시 서울 영등포구 은행로 58, 지하1층","02-716-8797","","","","0","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename="
"00010145","서양밥집","003","경양식/일식","서울특별시 서울 영등포구 의사당대로 26, 1층","02-784-2021","","","","0","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename="
"00010147","이완헤어","005","이미용","서울특별시 서울 영등포구 여의대방로53길 35","02-847-6170","","","","0","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename="
"00010148","부자칼국수","001","한식","서울특별시 서울 영등포구 가마산로 449-7","0507-1405-6786","","","","0","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename="
"00010149","쎄븐미용실","005","이미용","서울특별시 서울 영등포구 가마산로61가길 8","02-843-3408","","","","0","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename="
"00010150","성도미용실","005","이미용","서울특별시 서울 영등포구 가마산로61길 13, 1층","-","","","","0","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename="
"00010152","영희미용실","005","이미용","서울특별시 서울 영등포구 가마산로71길 11","-","","","","0","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename="
"00010153","김밥마을","001","한식","서울특별시 서울 영등포구 도신로 94","02-845-0575","","","","0","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename="
"00010156","반도이용소","005","이미용","서울특별시 서울 영등포구 신길로17길 20-1","-","","","","0","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename="
"00010160","김밥하우스","001","한식","서울특별시 서울 영등포구 신길로 38","02-833-4757","","","","0","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename="
"00010166","그린세탁소","007","세탁","서울특별시 서울 영등포구 디지털로69길 16","02-843-2192","","","","0","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename="
"00010216","이송닭한마리","001","한식","서울특별시 서울 동대문구 회기로19길 11, 지1층 (회기동)","0507-1370-8465","null","영업시간 : 좌석수 : 휴무일 : 배달 : 예약 : 카드 : 주차 : 홈페이지 주소 : 전자우편주소 : 기타 : ","null","0","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20240717151647.jpg"
"00010218","잇츠소유","003","경양식/일식","서울특별시 서울 동대문구 회기로19길 18, 2층 (회기동)","070-8160-6095","","영업시간 : 좌석수 : 휴무일 : 배달 : 예약 : 카드 : 주차 : 홈페이지 주소 : 전자우편주소 : 기타 :","","0","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20240717154720.jpg"
"00010248","고향국시","001","한식","서울특별시 강동구 양재대로111길 34","02-488-7666","null","null ","null","0","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20240730162539.jpg"
"00010250","남성헤어컷트 전문점 우정","005","이미용","서울특별시 강동구 올림픽로62길 17, 1층","0507-1434-1419","","","","0","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20240730163052.jpg"
"00010251","심안경원","013","기타서비스업","서울특별시 강동구 풍성로 130","02-486-9009","null","null ","null","0","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20240730163228.jpg"
"00010252","모두의운동","013","기타서비스업","서울특별시 강동구 양재대로111길 27, 3층 301호(길동, 골드클래스)","0507-1357-1173","null","null ","null","0","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20240730163859.jpg"
"00009684","무병장수한방삼계탕","001","한식","서울특별시 서울 광진구 자양번영로 65","02-444-9988","null","　   ","null","0","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20230209160441.jpg"
"00009688","석기시대짜장마을","002","중식","서울특별시 서울 광진구 군자로 111, 2층","02-467-7123","null","   ","null","0","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20230209163324.jpg"
"00009690","영주머리방","005","이미용","서울특별시 서울 광진구 긴고랑로36길 35","02-458-7233","null","　     ","null","0","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20230209164350.jpg"
"00009693","헤어라인","005","이미용","서울특별시 서울 광진구 광나루로30나길 6-1","-","null","  ","null","0","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20230209170851.jpg"
"00009694","고은별","004","기타외식업","서울특별시 서울 광진구 자양로 177","02-453-4933","null","  ","　","0","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20230209171750.jpg"
"00010069","우렁찬","001","한식","서울특별시 강동구 풍성로37가길 67, 1층 101호","02-474-5425","- 성내2동 주민센터 도보 1분 - 성내도서관 도보 5분 - 성내전통시장 도보 6분 - 강동역 도보 7분","영업시간 : 24시간 휴무일 : 없음 배달 : 불가 예약 : 가능 카드 : 가능 주차 : 가능 홈페이지 주소 : https://www.instagram.com/banchan_wrc  ","먹고 싶은 메뉴를 적는 칠판을 사용하여 소비자들의 의견을 잘 반영하고 있음","0","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20240418140043.jpg"
"00010096","한잎","004","기타외식업","서울특별시 서울 서대문구 홍은중앙로9길 10","02-391-7770","null","영업시간 : 15시~24시 휴무일 : 없음 배달 : 배달전문점  - 요기요 : 한잎브런치  - 배달의민족 : 한잎스테이크  ","가성비 배달전문점","0","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20240604131920.jpg"
"00010097","수신당","004","기타외식업","서울특별시 서울 서대문구 수색로2길 39(110-4호)","02-3152-7817","","영업시간 : 8시~22시 좌석수 : 9 휴무일 : 없음 배달 : 가능 주차 : 가능","쌀가루 소금빵","0","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20240604132927.png"
"00010113","신라삼계탕","001","한식","서울특별시 서울 도봉구 도봉산4가길 13-5","02-954-8441","null","영업시간 :매일 09:00 - 21:00 15:00 - 17:00 브레이크타임 20:30 라스트오더 - 주말 영업시간 변경될 수 있음(사전 전화문의 필수) 배달 : 가능 예약 : 가능 카드 : 가능 주차 : 가능    ","도봉산 인근에 위치한 매장으로 주변 경관이 좋고, 매장이 깨끗하며 음식이 맛있음","0","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20240613161843.png"
"00009727","푸드카페","001","한식","서울특별시 중구 충무로2길 23","02-2233-5666","　","　    ","충무로(인현동)김밥맛집 인근직장인들이 애정하는 분식집 푸드카페 ","0","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20230308094737.jpg"
"00009972","비에르 에 프리트","001","한식","서울특별시 서울 동대문구 제기로5길 40 (제기동)","02-3291-5111","","영업시간 : 좌석수 : 휴무일 : 배달 : 예약 : 카드 : 주차 : 홈페이지 주소 : 전자우편주소 : 기타 :","","0","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20231207114236.jpg"
"00009973","세진식당","001","한식","서울특별시 서울 동대문구 서울시립대로 61-4 (전농동)","02-2215-0305","","영업시간 : 좌석수 : 휴무일 : 배달 : 예약 : 카드 : 주차 : 홈페이지 주소 : 전자우편주소 : 기타 :","","0","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20231207114523.jpg"
"00009575","전주식당","001","한식","서울특별시 서울 성동구 무학봉15가길 1","02-2295-0517","신금호역 1번 출구에서32m","영업시간 : 11:00 ~ 22:00          ","　","0","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20220923175907.jpg"
"00009682","천이오겹살","001","한식","서울특별시 서울 마포구 양화로7길 12","02-325-2920","합정역 2번출구에서 약 80m","영업시간 : 15:30 ~ 22:00 휴무일 : 일요일  ","삼겹살, 오겹살의 가성비","0","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20230208163703.jpg"
"00009683","영미용실","005","이미용","서울특별시 은평구 진흥로13길 8, 1층(대조동)","02-352-6675","","null ","","0","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20230208171338.jpg"
"00009700","억불산","001","한식","서울특별시 서울 서초구 남부순환로347길 64","02-587-0335","양재역 2번 출구에서445m","영업시간 : 10:00~24:00 휴무일 : 매주 일요일 배달 : 가능 예약 : 가능 카드 : 가능 주차 : 가능 기타 : 지역화폐(카드), 제로페이       ","null","0","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20230213135704.jpg"
"00009701","돈스라","004","기타외식업","서울특별시 서울 서초구 강남대로39길 15-10","02-521-4465","　양재역 2번 출구에서180m","영업시간 : 평일 : 10:00~20:30(라스트오더 20:00), 브레이크타임 : 15:00~17:30               토요일 : 11:00~15:00(라트스오더 14:30) 휴무일 : 매주 일요일 포장 : 가능 (방문포장 할인) 주차 : 가능       ","평일 AM 10:00~11:00       PM 02:00~03:00          매장 입장 후 식사 시 돈까스 메뉴 2,000원 할인~","0","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20230213142026.jpg"
"00009702","미소마을","001","한식","서울특별시 서울 서초구 강남대로41길 18","02-584-9199","양재역 2번 출구에서349m","영업시간 : 10:00~22:00 휴무일 : 매주 일요일 예약 : 가능 카드 : 가능 기타 : 제로페이    ","null","0","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20230213142952.jpg"
"00010168","헤어코디","005","이미용","서울특별시 서울 영등포구 대림로7가길 1","02-835-6791","","","","0","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename="
"00010169","큰골목식당","001","한식","서울특별시 서울 영등포구 대림로7다길 2","-","","","","0","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename="
"00010170","덕천골","001","한식","서울특별시 서울 영등포구 대림로 87","02-844-0881","","","","0","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename="
"00010200","옛날고기집","001","한식","서울특별시 구로구 디지털로19길 40","","","","","0","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename="
"00010205","가리봉시장반찬(사계절면식점)","001","한식","서울특별시 서울 구로구 우마3길 10","","null","null  ","null","0","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename="
"00010207","중국반찬(원조순대)","001","한식","서울특별시 구로구 우마3길 10","","","","","0","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename="
"00010293","소림만두냉면","001","한식","서울특별시 서울 송파구 양재대로62길 14","02-400-1333","null","영업시간 : 좌석수 : 휴무일 : 배달 : 예약 : 카드 : 주차 : 홈페이지 주소 : 전자우편주소 : 기타 : ","null","0","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename="
"00010295","아우네","001","한식","서울특별시 서울 송파구 거마로2길 7","02-408-7100","null","영업시간 : 좌석수 : 휴무일 : 배달 : 예약 : 카드 : 주차 : 홈페이지 주소 : 전자우편주소 : 기타 : ","null","0","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename="
"00010298","잠실팥죽","001","한식","서울특별시 서울 송파구 마천로 196","02-449-5777","null","영업시간 : 좌석수 : 휴무일 : 배달 : 예약 : 카드 : 주차 : 홈페이지 주소 : 전자우편주소 : 기타 : ","null","0","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename="
"00010299","JM헤어 오땡큐","005","이미용","서울특별시 서울 송파구 마천로 192","02-403-2344","null","영업시간 : 좌석수 : 휴무일 : 배달 : 예약 : 카드 : 주차 : 홈페이지 주소 : 전자우편주소 : 기타 : ","null","0","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename="
"00010377","소소연","001","한식","서울특별시 서울 양천구 목동중앙로 43, 글로리파크 1층 102호","","-목동 3단지 아파트 313동 건너편 -3-4단지 목동사거리 넘어가기 직전 -마을버스 01번 '목동3단지후문' 정류장 하차 -백년초 칼국수와 파리바게트 중간. PC방,만화방 있는 건물","영업시간 : 월~금: 10:00 ~ 21:30 (토: 10:00 ~ 21:00)   휴무일 : 일요일  주차 : 바로 앞 또는 가게 왼편 글로리파크 주차장 이용  홈페이지 주소 : http://instagram.com/sosoyn7  ","전국 산지의 좋은 재료로 고기와 반찬을 판매하는 한식 포장 전문점","0","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20241010135637.jpg"
"00009633","우이목장","001","한식","서울특별시 서울 도봉구 우이천로 298","02-904-3070","쌍문역 3번출구에서 792m","영업시간 :10:30~22:00 휴무일 :매주 일요일       ","평균가격보다 저렴하고 실내도 청결해서 적합함 ","0","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20220727155611.jpg"
"00009634","블루컷트","005","이미용","서울특별시 서울 도봉구 해등로 255","02-999-6922","선덕고사거리 김가네김밥 상가안쪽","영업시간 :10:00~20:00   ","커트와 염색가격이 매우 저렴한 편임. ","0","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20220727160415.jpg"
"00010398","명성김밥","001","한식","서울특별시 강동구 구천면로 297, 2층 202호(천호동, 강동아트타워)","02-477-3707","","","","0","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20241002134233.jpg"
"00009989","북청김치찌개","001","한식","서울특별시 서울 강남구 개포로 668","","","영업시간 :11:00~21:00 좌석수 : 휴무일 : 배달 :불가능 예약 : 카드 : 주차 :불가능 홈페이지 주소 : 전자우편주소 : 기타 :","","0","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20231220123700.jpg"
"00009991","강남손제비","001","한식","서울특별시 서울 강남구 테헤란로25길 20","02-2192-3599","","영업시간 :11:20~18:00 좌석수 : 휴무일 : 배달 :가능 예약 : 카드 : 주차 :불가능 홈페이지 주소 : 전자우편주소 : 기타 :","","0","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20231220124125.jpg"
"00010399","고덕옛날손짜장","002","중식","서울특별시 서울 강동구 동남로85길 36, 1층","02-428-2006","","","","0","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20241002134356.jpg"
"00010400","착한가격안경","013","기타서비스업","서울특별시 강동구 성내로 11, 1층","02-485-7677","","","","0","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20241002134533.jpg"
"00010415","산들바람","001","한식","서울특별시 서울 양천구 오목로 276-4","02-2646-3293","목동역 5번 출구에서 329m","영업시간 : 월 ~ 토 (11:00 ~ 20:00)  휴무일 : 매주 일요일 ","가격이 저렴하고 맛이 뛰어나며 사장님이 친절하십니다.","0","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20241105091351.jpg"
